"PlacementID","PlacementName","PackageID","PackageName","IsRealPackage","CampaignID","CreationDate","StartDate","ActualStartDate","EndDate","UnitSize","SiteID","BookedImpressions","CostModel","ROIMetric","ROIMetricConversionID","ROIMetricCustomInteractionID","CostPerUnit","OrderedUnits","ValuePerAction","TargetAudience","Classification1","Classification2","Classification3","Classification4","Classification5","CostCappingCalcualtion"
"8206359","ISMG Newsletter","6887584","Non Packaged Placements","1","354125","10/8/2013 11:44:47 AM","11/20/2013 12:00:00 AM","11/20/2013 10:30:00 AM","11/20/2013 11:59:00 PM","N/A","33139","-1","Flat Fee","Clicks"," ","","3202"," "," "," ","","","","",""," "
"8208088","EECatalog Dedicated Email - October","6888969","Non Packaged Placements","1","354125","10/8/2013 2:17:04 PM","10/31/2013 12:00:00 AM","10/23/2013 12:15:00 AM","10/31/2013 11:59:00 PM","N/A","40772","-1","Flat Fee","Clicks"," ","","300"," "," "," ","","","","",""," "
"8222701","ZDNet | Tech Republic - Pushdown Leader- UTM buyers guide","6911039","PushdownLeaderboard","0","336627","10/10/2013 5:52:35 AM","8/22/2013 12:00:00 AM","10/16/2013 7:45:00 AM","12/21/2013 11:59:00 PM","N/A","41313","200000","CPM","Clicks"," ","","38","200000"," "," ","Custom Targeting","UK","Technical Decision Makers","728x90","","True"
"8222702","ZDNet | Tech Republic - Pushdown Leader- Try it free -UTM","6911039","PushdownLeaderboard","0","336627","10/10/2013 5:52:37 AM","8/22/2013 12:00:00 AM","10/16/2013 7:15:00 AM","12/21/2013 11:59:00 PM","N/A","41313","200000","CPM","Clicks"," ","","38","200000"," "," ","Custom Targeting","UK","Technical Decision Makers","728x90","","True"
"8222774","The Register Site skin - Mobility Deatures Column- Try it free -UTM","6900968","Networks Section","0","336627","10/10/2013 5:59:54 AM","8/22/2013 12:00:00 AM","10/17/2013 5:45:00 AM","12/22/2013 11:59:00 PM","N/A","2966","10000","Flat Fee","Clicks"," ","","9000"," "," "," ","Custom Targeting","UK","Technical Decision Makers","",""," "
"8222775","The Register Site skin - Mobility Deatures Column- Try it free -Mobility","6900968","Networks Section","0","336627","10/10/2013 5:59:55 AM","8/22/2013 12:00:00 AM","10/16/2013 7:15:00 PM","12/22/2013 11:59:00 PM","N/A","2966","10000","Flat Fee","Clicks"," ","","9000"," "," "," ","Custom Targeting","UK","Technical Decision Makers","",""," "
"8225007","Expandable HPU","6902859","Non Packaged Placements","1","336627","10/10/2013 11:29:46 AM","8/22/2013 12:00:00 AM","10/17/2013 12:45:01 PM","12/22/2013 11:59:00 PM","300x600","799","40000","CPM","Clicks"," "," ","123","40000"," "," ","Custom Targeting","UK","Technical Decision Makers","120x600","","True"
"8225370","Interactive Double MPU - High Impact - UTM buyers guide","6936548","Channel Reg","0","336627","10/10/2013 11:54:26 AM","8/22/2013 12:00:00 AM","10/15/2013 10:45:00 AM","12/21/2013 11:59:00 PM","N/A","2966","50000","CPM","Clicks"," ","","220","50000"," "," ","Custom Targeting","UK","Technical Decision Makers","300x250","","True"
"8225371","Interactive Double MPU - High Impact - Try it free -UTM","6936548","Channel Reg","0","336627","10/10/2013 11:54:27 AM","8/22/2013 12:00:00 AM","10/15/2013 11:45:00 AM","12/21/2013 11:59:00 PM","N/A","2966","50000","CPM","Clicks"," ","","220","50000"," "," ","Custom Targeting","UK","Technical Decision Makers","300x250","","True"
"8225513","Skin - SMB Series Column - Try it free -Mobility","6936548","Channel Reg","0","336627","10/10/2013 12:11:56 PM","8/22/2013 12:00:00 AM","10/21/2013 11:15:00 AM","12/21/2013 11:59:00 PM","N/A","2966","50000","CPM","Clicks"," ","","220","50000"," "," ","Custom Targeting","UK","Technical Decision Makers","","","True"
"8235655","Expanding Half Page Ad","6910886","Non Packaged Placements","1","336627","10/11/2013 10:50:09 AM","8/22/2013 12:00:00 AM","11/14/2013 8:15:00 AM","12/22/2013 11:59:00 PM","N/A","48775","100000","CPM","Clicks"," "," ","200","100000"," "," ","Custom Targeting","UK","Technical Decision Makers","","","True"
"8238641","Bizo_Audience_728x90","6913172","Bizo_Audience","0","357107","10/11/2013 5:13:16 PM","10/14/2013 12:00:00 AM","10/18/2013 8:45:00 AM","12/31/2013 11:59:00 PM","728x90","17978","3600000","CPM"," "," "," ","5","3600000"," "," ","Demographic Targeting","USA","All IT Staff","","","True"
"8238642","Bizo_Audience_300x250","6913172","Bizo_Audience","0","357107","10/11/2013 5:13:17 PM","10/14/2013 12:00:00 AM","10/18/2013 8:45:00 AM","12/31/2013 11:59:00 PM","300x250","17978","3600000","CPM"," "," "," ","5","3600000"," "," ","Demographic Targeting","USA","All IT Staff","","","True"
"8238643","Bizo_Audience_160x600","6913172","Bizo_Audience","0","357107","10/11/2013 5:13:17 PM","10/14/2013 12:00:00 AM","10/18/2013 1:30:00 PM","12/31/2013 11:59:00 PM","160x600","17978","3600000","CPM"," "," "," ","5","3600000"," "," ","Demographic Targeting","USA","All IT Staff","","","True"
"8238645","Bizo_Contextual_300x250","6913173","Bizo_Contextual","0","357107","10/11/2013 5:13:18 PM","10/14/2013 12:00:00 AM","10/18/2013 8:45:00 AM","12/31/2013 11:59:00 PM","300x250","17978","2000000","CPM"," "," "," ","3","2000000"," "," ","Contextual Targeting","USA","All IT Staff","","","True"
"8238646","Bizo_Contextual_160x600","6913173","Bizo_Contextual","0","357107","10/11/2013 5:13:18 PM","10/14/2013 12:00:00 AM","10/18/2013 9:15:00 AM","12/31/2013 11:59:00 PM","160x600","17978","2000000","CPM"," "," "," ","3","2000000"," "," ","Contextual Targeting","USA","All IT Staff","","","True"
"8238648","Bizo_Retargeting_VA_728x90","6913174","Bizo_Retargeting_VA","0","357107","10/11/2013 5:13:19 PM","10/14/2013 12:00:00 AM","10/23/2013 1:30:01 PM","12/31/2013 11:59:00 PM","728x90","17978","1000000","Zero Cost"," "," "," ","0","0"," "," ","Added Value","USA","All IT Staff","",""," "
"8238649","Bizo_Retargeting_VA_300x250","6913174","Bizo_Retargeting_VA","0","357107","10/11/2013 5:13:20 PM","10/14/2013 12:00:00 AM","10/22/2013 4:45:00 PM","12/31/2013 11:59:00 PM","300x250","17978","1000000","Zero Cost"," "," "," ","0","0"," "," ","Added Value","USA","All IT Staff","",""," "
"8238650","Bizo_Retargeting_VA_160x600","6913174","Bizo_Retargeting_VA","0","357107","10/11/2013 5:13:20 PM","10/14/2013 12:00:00 AM","10/23/2013 6:15:00 PM","12/31/2013 11:59:00 PM","160x600","17978","1000000","Zero Cost"," "," "," ","0","0"," "," ","Added Value","USA","All IT Staff","",""," "
"8267711","MPU","6935545","Non Packaged Placements","1","336627","10/17/2013 7:03:43 AM","8/22/2013 12:00:00 AM","10/17/2013 9:30:00 PM","12/22/2013 11:59:00 PM","300x250","49183","100000","CPM","Clicks"," "," ","99.16","100000"," "," ","Custom Targeting","UK","Technical Decision Makers","300x250","","True"
"8292062","RSA ROS IMU - Dark Reading","6956195","Daek Reading ROS Banners","0","354125","10/21/2013 2:12:21 PM","10/2/2013 12:00:00 AM","1/1/2014 6:00:01 AM","2/28/2014 11:59:00 PM","336x280","76784","400000","Flat Fee","Clicks"," ","","70000"," "," "," ","","","","",""," "
"8292151","Botton 728x90 - RSA - Dark Reading","6956195","Daek Reading ROS Banners","0","354125","10/21/2013 2:31:41 PM","10/2/2013 12:00:00 AM","1/1/2014 5:45:00 AM","2/28/2014 11:59:00 PM","728x90","76784","400000","Flat Fee","Clicks"," ","","70000"," "," "," ","","","","",""," "
"8312309","UTM In-Text Unit","6973607","Vibrant_In-Text","0","336627","10/22/2013 8:20:11 PM","11/1/2013 12:00:00 AM","11/1/2013 11:30:01 AM","12/22/2013 11:59:00 PM","N/A","10455","12500","CPC"," "," "," ","2","12500"," "," ","Custom Targeting","United States","Technical Decision Makers","","","True"
"8312313","Super Retargeting 728x90","6973608","DataXu_Placements","0","336627","10/22/2013 8:20:13 PM","11/1/2013 12:00:00 AM","11/4/2013 2:30:01 PM","11/30/2013 11:59:00 PM","728x90","23043","13441000","CPM"," "," "," ","1.86","13441000"," "," ","Retargeting","United States","Technical Decision Makers","728x90","","True"
"8312314","Super Retargeting 300x250","6973608","DataXu_Placements","0","336627","10/22/2013 8:20:14 PM","11/1/2013 12:00:00 AM","11/4/2013 1:00:01 PM","11/30/2013 11:59:00 PM","300x250","23043","13441000","CPM"," "," "," ","1.86","13441000"," "," ","Retargeting","United States","Technical Decision Makers","300x250","","True"
"8312315","Super Retargeting 160x600","6973608","DataXu_Placements","0","336627","10/22/2013 8:20:14 PM","11/1/2013 12:00:00 AM","11/4/2013 4:30:00 PM","11/30/2013 11:59:00 PM","160x600","23043","13441000","CPM"," "," "," ","1.86","13441000"," "," ","Retargeting","United States","Technical Decision Makers","160x600","","True"
"8312319","Contextual Targeting 160x600","6973608","DataXu_Placements","0","336627","10/22/2013 8:20:16 PM","11/1/2013 12:00:00 AM","11/4/2013 12:15:00 PM","11/30/2013 11:59:00 PM","160x600","23043","13441000","CPM"," "," "," ","1.86","13441000"," "," ","Custom Targeting","United States","Technical Decision Makers","160x600","","True"
"8312321","Audience Discovery 728x90","6973608","DataXu_Placements","0","336627","10/22/2013 8:20:17 PM","11/1/2013 12:00:00 AM","11/4/2013 11:15:00 AM","11/30/2013 11:59:00 PM","728x90","23043","13441000","CPM"," "," "," ","1.86","13441000"," "," ","Custom Targeting","United States","Technical Decision Makers","728x90","","True"
"8312322","Audience Discovery 300x250","6973608","DataXu_Placements","0","336627","10/22/2013 8:20:17 PM","11/1/2013 12:00:00 AM","11/4/2013 10:30:00 AM","11/30/2013 11:59:00 PM","300x250","23043","13441000","CPM"," "," "," ","1.86","13441000"," "," ","Custom Targeting","United States","Technical Decision Makers","300x250","","True"
"8312333","IT Business Channel Targeted 300x600","6973609","Exchange_Lab_Placements","0","336627","10/22/2013 8:20:23 PM","11/1/2013 12:00:00 AM","11/7/2013 1:30:00 PM","11/30/2013 11:59:00 PM","300x600","45919","6666667","CPM"," "," ","","2.0503","4877415"," "," ","Custom Targeting","United States","Technical Decision Makers","300x600","","True"
"8312338","Optimized Run of Exchange 300x600","6973609","Exchange_Lab_Placements","0","336627","10/22/2013 8:20:25 PM","11/1/2013 12:00:00 AM","11/2/2013 12:00:00 AM","11/30/2013 11:59:00 PM","300x600","45919","6666667","CPM"," "," ","","2.0503","4877415"," "," ","ROS","United States","Technical Decision Makers","300x600","","True"
"8312344","Re-messaging 728x90","6973609","Exchange_Lab_Placements","0","336627","10/22/2013 8:20:28 PM","11/1/2013 12:00:00 AM","11/1/2013 12:45:01 AM","11/30/2013 11:59:00 PM","728x90","45919","6666667","CPM"," "," ","","2.0503","4877415"," "," ","Retargeting","United States","Technical Decision Makers","728x90","","True"
"8324591","Information Week Security","6956195","Daek Reading ROS Banners","0","354125","10/23/2013 4:27:32 PM","10/2/2013 12:00:00 AM","10/25/2013 3:30:00 AM","2/28/2014 11:59:00 PM","728x90","76784","400000","Flat Fee","Clicks"," ","","70000"," "," "," ","","","","",""," "
"8324595","Information Week Security 336x280","6956195","Daek Reading ROS Banners","0","354125","10/23/2013 4:28:30 PM","10/2/2013 12:00:00 AM","10/25/2013 5:00:00 AM","2/28/2014 11:59:00 PM","336x280","76784","400000","Flat Fee","Clicks"," ","","70000"," "," "," ","","","","",""," "
"8338043","Channel Web | Sophos Newswall | Tile: FREE Unified Threat..","6994853","Non Packaged Placements","1","336627","10/25/2013 4:47:42 AM","8/21/2013 7:00:00 PM","11/8/2013 3:45:01 PM","12/23/2013 6:59:00 PM","N/A","3055"," "," "," "," "," "," "," "," "," ","Custom Targeting","UK","Technical Decision Makers","",""," "
"8338044","Channel Web | Sophos Newswall | Tile: Evaluate and compare...","6994854","Non Packaged Placements","1","336627","10/25/2013 4:47:43 AM","8/21/2013 7:00:00 PM","11/8/2013 3:45:01 PM","12/23/2013 6:59:00 PM","N/A","3055"," "," "," "," "," "," "," "," "," ","Custom Targeting","UK","Technical Decision Makers","",""," "
"8338045","Channel Web | Sophos Newswall | Tile: The life of an IT Manager...","6994855","Non Packaged Placements","1","336627","10/25/2013 4:47:44 AM","8/21/2013 7:00:00 PM","11/8/2013 2:30:00 PM","12/23/2013 6:59:00 PM","N/A","3055"," "," "," "," "," "," "," "," "," ","Custom Targeting","UK","Technical Decision Makers","",""," "
"8338046","Channel Web | Sophos Newswall | Tile: How unified threat...","6994856","Non Packaged Placements","1","336627","10/25/2013 4:47:44 AM","8/21/2013 7:00:00 PM","11/8/2013 3:45:01 PM","12/23/2013 6:59:00 PM","N/A","3055"," "," "," "," "," "," "," "," "," ","Custom Targeting","UK","Technical Decision Makers","",""," "
"8356127","eBay_ROS_300x250_VIP_Keyword","7008279","Non Packaged Placements","1","361510","10/28/2013 7:17:30 PM","11/15/2013 12:00:00 AM","11/27/2013 3:30:00 AM","12/31/2013 11:59:00 PM","N/A","235","10000","CPM"," "," ","","0","10000"," "," ","Contextual Targeting","US","Consumer","","","True"
"8356128","eBay_ROS_300x250_VIP_Category","7008280","Non Packaged Placements","1","361510","10/28/2013 7:17:31 PM","11/15/2013 12:00:00 AM","11/21/2013 6:15:01 PM","12/21/2013 11:59:00 PM","N/A","235","2500000","CPM"," "," ","","0","2500000"," "," ","Contextual Targeting","US","Consumer","","","True"
"8356129","BuyerBase_RON_300x250","7008089","BuyerBase_Security Intendors","0","361510","10/28/2013 7:17:32 PM","10/29/2013 12:00:00 AM","10/30/2013 5:30:00 PM","12/31/2013 11:59:00 PM","300x250","72254","4000000","CPM"," "," "," ","5","4000000"," "," ","Audience Targeting","US","Security/Tech Enthusiast","","","True"
"8356130","BuyerBase_RON_728x90","7008089","BuyerBase_Security Intendors","0","361510","10/28/2013 7:17:33 PM","10/29/2013 12:00:00 AM","10/30/2013 5:30:00 PM","12/31/2013 11:59:00 PM","728x90","72254","4000000","CPM"," "," "," ","5","4000000"," "," ","Audience Targeting","US","Security/Tech Enthusiast","","","True"
"8356132","BuyerBase_RON_160x600","7008089","BuyerBase_Security Intendors","0","361510","10/28/2013 7:17:34 PM","10/29/2013 12:00:00 AM","10/30/2013 5:30:00 PM","12/31/2013 11:59:00 PM","160x600","72254","4000000","CPM"," "," "," ","5","4000000"," "," ","Audience Targeting","US","Security/Tech Enthusiast","","","True"
"8356136","Chango_SearchRT_IMU","7008530","Chango_Search Retargeting","0","361510","10/28/2013 7:17:36 PM","10/29/2013 12:00:00 AM","11/4/2013 2:45:00 PM","12/21/2013 11:59:00 PM","300x250","60553","2564103","CPM"," "," ","","3.9","2564103"," "," ","Retargeting","USA","Consumer","","","True"
"8356137","Chango_SearchRT_ILeaderboard","7008530","Chango_Search Retargeting","0","361510","10/28/2013 7:17:36 PM","10/29/2013 12:00:00 AM","11/4/2013 2:45:00 PM","12/21/2013 11:59:00 PM","728x90","60553","2564103","CPM"," "," ","","3.9","2564103"," "," ","Retargeting","USA","Consumer","","","True"
"8356138","Chango_SearchRT_ISkyscraper","7008530","Chango_Search Retargeting","0","361510","10/28/2013 7:17:37 PM","10/29/2013 12:00:00 AM","11/4/2013 4:00:00 PM","12/21/2013 11:59:00 PM","160x600","60553","2564103","CPM"," "," ","","3.9","2564103"," "," ","Retargeting","USA","Consumer","","","True"
"8356139","Chango_Lookalike_IIMU","7008529","Chango_Search Look a Like","0","361510","10/28/2013 7:17:37 PM","10/29/2013 12:00:00 AM","11/4/2013 4:15:00 PM","12/21/2013 11:59:00 PM","300x250","60553","2564103","CPM"," "," ","","3.9","2564103"," "," ","Retargeting","USA","Consumer","","","True"
"8356140","Chango_Lookalike_LB","7008529","Chango_Search Look a Like","0","361510","10/28/2013 7:17:37 PM","10/29/2013 12:00:00 AM","11/4/2013 4:15:00 PM","12/21/2013 11:59:00 PM","728x90","60553","2564103","CPM"," "," ","","3.9","2564103"," "," ","Retargeting","USA","Consumer","","","True"
"8356141","Chango_Lookalike_Skyscraper","7008529","Chango_Search Look a Like","0","361510","10/28/2013 7:17:38 PM","10/29/2013 12:00:00 AM","11/4/2013 6:45:00 PM","12/21/2013 11:59:00 PM","160x600","60553","2564103","CPM"," "," ","","3.9","2564103"," "," ","Retargeting","USA","Consumer","","","True"
"8356145","Chango_SiteRT_IMU","7008527","Chango_Site Retargeting","0","361510","10/28/2013 7:17:39 PM","10/29/2013 12:00:00 AM","11/4/2013 4:00:00 PM","12/21/2013 11:59:00 PM","300x250","60553","1282051","CPM"," "," ","","3.9","1282051"," "," ","Retargeting","USA","Consumer","","","True"
"8356146","Chango_SiteRT_LB","7008527","Chango_Site Retargeting","0","361510","10/28/2013 7:17:40 PM","10/29/2013 12:00:00 AM","11/4/2013 4:00:00 PM","12/21/2013 11:59:00 PM","728x90","60553","1282051","CPM"," "," ","","3.9","1282051"," "," ","Retargeting","USA","Consumer","","","True"
"8356147","Chango_SiteRT_Skyscraper","7008527","Chango_Site Retargeting","0","361510","10/28/2013 7:17:40 PM","10/29/2013 12:00:00 AM","11/4/2013 4:15:00 PM","12/21/2013 11:59:00 PM","160x600","60553","1282051","CPM"," "," ","","3.9","1282051"," "," ","Retargeting","USA","Consumer","","","True"
"8356153","PCMag_Security_ResourceCenter","7008305","Non Packaged Placements","1","361510","10/28/2013 7:17:43 PM","10/29/2013 12:00:00 AM","11/1/2013 3:15:00 PM","12/31/2013 11:59:00 PM","N/A","10623","375000","CPM"," "," ","","20","375000"," "," ","Contextual Targeting","US","Security/Tech Enthusiast","","","True"
"8356154","PCMag_Audience Targeting_300x250","7008525","PCMag_Audience Targeting","0","361510","10/28/2013 7:17:44 PM","10/29/2013 12:00:00 AM","10/29/2013 11:45:00 AM","12/31/2013 11:59:00 PM","300x250","10623","375000","CPM"," "," ","","20","375000"," "," ","Audience Targeting","US","Security/Tech Enthusiast","","","True"
"8356156","PCMag_ROS_VA_300x250","7008524","PCMag_ROS_VA","0","361510","10/28/2013 7:17:44 PM","10/29/2013 12:00:00 AM","10/29/2013 11:45:00 AM","12/21/2013 11:59:00 PM","300x250","10623","600000","Zero Cost"," "," ","","0","0"," "," ","Added Value","US","Security/Tech Enthusiast","",""," "
"8356157","PCMag_ROS_VA_728x90","7008524","PCMag_ROS_VA","0","361510","10/28/2013 7:17:45 PM","10/29/2013 12:00:00 AM","10/29/2013 11:45:00 AM","12/21/2013 11:59:00 PM","728x90","10623","600000","Zero Cost"," "," ","","0","0"," "," ","Added Value","US","Security/Tech Enthusiast","",""," "
"8356158","VarickMedia_RON_300x250","7008523","VarickMedia_Data Targeting","0","361510","10/28/2013 7:17:45 PM","10/29/2013 12:00:00 AM","11/8/2013 5:00:01 PM","12/21/2013 11:59:00 PM","300x250","27396","8888889","CPM"," "," ","","2.25","8888889"," "," ","Audience Modeling","US","Security/Tech Enthusiast","","","True"
"8356159","VarickMedia_RON_728x90","7008523","VarickMedia_Data Targeting","0","361510","10/28/2013 7:17:46 PM","10/29/2013 12:00:00 AM","11/8/2013 5:30:01 PM","12/21/2013 11:59:00 PM","728x90","27396","8888889","CPM"," "," ","","2.25","8888889"," "," ","Audience Modeling","US","Security/Tech Enthusiast","","","True"
"8356160","VarickMedia_RON_160x600","7008523","VarickMedia_Data Targeting","0","361510","10/28/2013 7:17:46 PM","10/29/2013 12:00:00 AM","11/8/2013 5:45:00 PM","12/21/2013 11:59:00 PM","160x600","27396","8888889","CPM"," "," ","","2.25","8888889"," "," ","Audience Modeling","US","Security/Tech Enthusiast","","","True"
"8379772","Chango_Search FBX_Free Trial_1x1","7008528","Chango_Search FBX","0","361510","10/30/2013 6:52:53 PM","10/29/2013 12:00:00 AM","11/4/2013 2:00:01 PM","12/21/2013 11:59:00 PM","N/A","60553","1282051","CPM"," "," ","","3.9","1282051"," "," ","","","","","","True"
"8395816","Chango_Search FBX_Save25_1x1","7008528","Chango_Search FBX","0","361510","10/31/2013 6:26:38 PM","10/29/2013 12:00:00 AM","11/4/2013 2:00:01 PM","12/21/2013 11:59:00 PM","N/A","60553","1282051","CPM"," "," ","","3.9","1282051"," "," ","","","","","","True"
"8415675","(ISC)2_ROS_160x600","7057222","(ISC)2_ROS","0","364078","11/4/2013 5:35:37 PM","11/12/2013 12:00:00 AM","12/3/2013 11:30:00 PM","1/31/2014 11:59:00 PM","160x600","29915","-1","Flat Fee"," "," "," ","1125"," "," "," ","","US","IT Professionals","",""," "
"8415676","(ISC)2_ROS_160x160","7057388","Non Packaged Placements","1","364078","11/4/2013 5:35:37 PM","11/12/2013 12:00:00 AM"," ","1/31/2014 11:59:00 PM","160x160","29915","-1","Flat Fee"," "," "," "," "," "," "," ","","US","IT Professionals","",""," "
"8416214","Contextual_Display_ 728x90","7057634","Contextual_Display","0","363440","11/4/2013 7:39:56 PM","11/4/2013 12:00:00 AM","11/6/2013 4:45:00 PM","12/31/2013 11:59:00 PM","728x90","15817","4666800","CPM"," "," "," ","6","4666800"," "," ","Contextual Targeting","National","Enterprise","","","False"
"8416220","US_ITDM_Cloud_300x250","7057647","Non Packaged Placements","1","363440","11/4/2013 7:39:58 PM","11/4/2013 12:00:00 AM","11/8/2013 12:15:00 PM","12/31/2013 11:59:00 PM","300x250","30056","43335","CPM"," "," "," ","25","43335"," "," ","IT Targeting","National","Technical Decision Makers"," "," ","True"
"8416227","US_ITDM_Mobility_728x90","7057654","Non Packaged Placements","1","363440","11/4/2013 7:40:03 PM","11/4/2013 12:00:00 AM","11/8/2013 12:15:00 PM","12/31/2013 11:59:00 PM","728x90","30056","43333","CPM"," "," "," ","25","43333"," "," ","IT Targeting","National","Technical Decision Makers"," "," ","True"
"8416230","UK_ITDM_Cloud_728x90","7057657","Non Packaged Placements","1","363440","11/4/2013 7:40:05 PM","11/4/2013 12:00:00 AM","11/12/2013 4:30:00 PM","12/31/2013 11:59:00 PM","728x90","30056","8666","CPM"," "," "," ","25","8666"," "," ","IT Targeting","UK","Technical Decision Makers"," "," ","True"
"8416233","UK_ITDM_Security_728x90","7057660","Non Packaged Placements","1","363440","11/4/2013 7:40:06 PM","11/4/2013 12:00:00 AM","11/12/2013 4:30:00 PM","12/31/2013 11:59:00 PM","728x90","30056","8666","CPM"," "," "," ","25","8666"," "," ","IT Targeting","UK","Technical Decision Makers"," "," ","True"
"8416238","US_CXO_Topic_Upper","7057636","US_CXO_Topic","0","363440","11/4/2013 7:40:09 PM","11/4/2013 12:00:00 AM","12/1/2013 4:30:01 PM","12/31/2013 11:59:00 PM","300x250","11166","186000","Flat Fee"," "," "," "," "," "," "," ","IT Targeting","National","Technical Decision Makers","",""," "
"8416240","US_CXO_Topic_728x90","7057636","US_CXO_Topic","0","363440","11/4/2013 7:40:10 PM","11/4/2013 12:00:00 AM","12/1/2013 4:45:00 PM","12/31/2013 11:59:00 PM","728x90","11166","186000","Flat Fee"," "," "," "," "," "," "," ","IT Targeting","National","Technical Decision Makers","",""," "
"8416509","MobilePro_RocketFuel_Mobile Exec_300x250","7057844","Mobile Exec Audience Booster","0","364104","11/4/2013 9:26:14 PM","11/6/2013 12:00:00 AM","11/7/2013 9:45:00 PM","1/31/2014 11:59:00 PM","300x250","44610","5538462","CPM"," "," "," ","3.25","5538462"," "," ","","",""," "," ","True"
"8416510","MobilePro_RocketFuel_Mobile Exec_160x600","7057844","Mobile Exec Audience Booster","0","364104","11/4/2013 9:26:15 PM","11/6/2013 12:00:00 AM","11/7/2013 9:45:00 PM","1/31/2014 11:59:00 PM","160x600","44610","5538462","CPM"," "," "," ","3.25","5538462"," "," ","","",""," "," ","True"
"8416511","MobilePro_RocketFuel_Mobile Exec_728x90","7057844","Mobile Exec Audience Booster","0","364104","11/4/2013 9:26:16 PM","11/6/2013 12:00:00 AM","11/7/2013 9:30:00 PM","1/31/2014 11:59:00 PM","728x90","44610","5538462","CPM"," "," "," ","3.25","5538462"," "," ","","",""," "," ","True"
"8416512","MobilePro_RocketFuel_Mobile Exec AV_300x250","7057845","Mobile Exec Audience Booster ADDED VALUE","0","364104","11/4/2013 9:26:17 PM","11/6/2013 12:00:00 AM","11/7/2013 11:45:00 PM","1/31/2014 11:59:00 PM","300x250","44610","553846","Zero Cost"," "," "," ","0","0"," "," ","","",""," "," "," "
"8416513","MobilePro_RocketFuel_Mobile Exec AV_160x600","7057845","Mobile Exec Audience Booster ADDED VALUE","0","364104","11/4/2013 9:26:17 PM","11/6/2013 12:00:00 AM","11/7/2013 11:45:00 PM","1/31/2014 11:59:00 PM","160x600","44610","553846","Zero Cost"," "," "," ","0","0"," "," ","","",""," "," "," "
"8416514","MobilePro_RocketFuel_Mobile Exec AV_728x90","7057845","Mobile Exec Audience Booster ADDED VALUE","0","364104","11/4/2013 9:26:17 PM","11/6/2013 12:00:00 AM","11/7/2013 11:15:00 PM","1/31/2014 11:59:00 PM","728x90","44610","553846","Zero Cost"," "," "," ","0","0"," "," ","","",""," "," "," "
"8416515","MobilePro_RocketFuel_Mobile Exec_PreRoll","7057861","Non Packaged Placements","1","364104","11/4/2013 9:26:18 PM","11/6/2013 12:00:00 AM","11/7/2013 11:30:00 PM","1/31/2014 11:59:00 PM","N/A","44610","1170732","CPM"," "," "," ","10.25","1170732"," "," ","","",""," "," ","True"
"8416516","MobilePro_RocketFuel_Mobile Exec_PreRoll Companion_ 300x250","7057862","Non Packaged Placements","1","364104","11/4/2013 9:26:18 PM","11/6/2013 12:00:00 AM","11/13/2013 1:30:00 PM","1/31/2014 11:59:00 PM","300x250","44610","1170732","Zero Cost"," "," "," ","0","0"," "," ","","",""," "," "," "
"8416517","MobilePro_RocketFuel_Mobile Exec_PreRoll AV","7057863","Non Packaged Placements","1","364104","11/4/2013 9:26:18 PM","11/6/2013 12:00:00 AM","11/8/2013 1:00:01 AM","1/31/2014 11:59:00 PM","N/A","44610","46829","CPM"," "," "," ","0","46829"," "," ","","",""," "," ","True"
"8416518","MobilePro_RocketFuel_Mobile Exec_PreRoll Companion AV_ 300x250","7057864","Non Packaged Placements","1","364104","11/4/2013 9:26:19 PM","11/6/2013 12:00:00 AM"," ","1/31/2014 11:59:00 PM","300x250","44610","46829","Zero Cost"," "," "," ","0","0"," "," ","","",""," "," "," "
"8416519","MobilePro_inPowered_Content Distribution","7057865","Non Packaged Placements","1","364104","11/4/2013 9:26:19 PM","11/6/2013 12:00:00 AM","11/6/2013 1:00:00 PM","1/31/2014 11:59:00 PM","N/A","69720","-1","Flat Fee"," "," "," ","7650"," "," "," ","","",""," "," "," "
"8416520","MobilePro_inPowered_Article Page","7057866","Non Packaged Placements","1","364104","11/4/2013 9:26:20 PM","11/6/2013 12:00:00 AM","11/5/2013 7:00:00 PM","1/31/2014 11:59:00 PM","N/A","69720","-1","Flat Fee"," "," "," ","7650"," "," "," ","","",""," "," "," "
"8427734","GeoTargeted Smart Phone Expandable Banner_640x832","7089559","Non Packaged Placements","1","364104","11/5/2013 6:26:03 PM","11/6/2013 12:00:00 AM","11/21/2013 4:45:00 PM","1/31/2014 11:59:00 PM","N/A","24111","335050","CPM"," "," ","","4.5","335050"," "," ","","","","","","True"
"8427735","GeoTargeted Smart Phone Standard Banner_Austin_BackBeat_300x250","7066555","GeoTargeted Smart Phone Standard Banner_Austin1","0","364104","11/5/2013 6:26:03 PM","11/6/2013 12:00:00 AM","11/12/2013 6:15:00 AM","1/31/2014 11:59:00 PM","N/A","24111","335050","CPM"," "," "," ","4.5","335050"," "," ","","",""," "," ","True"
"8427736","GeoTargeted Smart Phone Standard Banner_Austin_BackBeat_300x50","7066555","GeoTargeted Smart Phone Standard Banner_Austin1","0","364104","11/5/2013 6:26:04 PM","11/6/2013 12:00:00 AM","11/13/2013 2:45:00 PM","1/31/2014 11:59:00 PM","N/A","24111","335050","CPM"," "," "," ","4.5","335050"," "," ","","",""," "," ","True"
