"StateID","StateName"
"29797","Duplek"
"9724","Durango"
"29970","Durazno"
"29219","Durbes Novads"
"25398","Durham"
"25145","Durres"
"28170","Duzce"
"29635","Dzavhan"
"25399","Ealing"
"25400","East Ayrshire"
"29058","East Berbice-Corentyne"
"25402","East Dunbartonshire"
"30391","East Grand Bahama"
"25403","East Lothian"
"29133","East New Britain"
"25406","East Renfrewshire"
"25407","East Riding Of Yorkshire"
"29134","East Sepik"
"25409","East Sussex"
"30105","Eastern"
"25577","Eastern"
"25668","Eastern"
"29007","Eastern"
"29901","Eastern"
"30247","Eastern"
"11503","Eastern Cape"
"30116","Eastern Equatoria"
"29131","Eastern Highlands"
"24839","Eastern Samar"
"30199","Eastern Tobago"
"30020","Ebon"
"25839","Ebonyi"
"528","Ecuador"
"25401","Edinburgh"
"29235","Edinet"
"23964","Edirne"
"25840","Edo"
"28334","Eger"
"185","Egypt"
"11731","Egypt"
"9633","Ehime"
"25404","Eilean Siar"
"25841","Ekiti"
"24927","El Beni"
"11991","El Callao"
"23841","El Oro"
"28976","El Oued"
"25609","El Paraiso"
"29047","El Progreso"
"497","El Salvador"
"12212","El Salvador"
"29885","El Seybo"
"28974","El Tarf"
"25280","El-Bayadh"
"11034","Elazig"
"25146","Elbasan"
"29987","Embera"
"28610","Encamp"
"30021","Enewetak"
"25405","Enfield"
"29135","Enga"
"10198","England"
"26036","English River"
"29222","Engures Novads"
"10847","Enna"
"30164","Ennedi"
"9812","Entre Rios"
"25842","Enugu"
"28934","Equateur"
"24318","Equatorial Guinea"
"2364","Equatorial Guinea"
"29085","Erd"
"29272","Erglu Novads"
"21105","Eritrea"
"30188","Ermera"
"25820","Erongo"
"23839","Erzincan"
"11035","Erzurum"
"28614","Escaldes-Engordany"
"25694","Eschen"
"25596","Escuintla"
"11848","Esfahan"
"11036","Eskisehir"
"24765","Esmeraldas"
"25244","Espaillat"
"10123","Espirito Santo"
"29059","Essequibo Islands-West Demera"
"25408","Essex"
"25208","Est"
"30066","Est"
"28667","Est"
"29692","Esteli"
"6878","Estonia"
"218","Estonia"
"25332","Estuaire"
"11309","Etela-Suomen Laani"
"601","Ethiopia"
"11741","Ethiopia"
"30195","Eua"
"4241","Europe (Unknown Country)"
"15524","Evora"
"19909","Evros"
"24957","Evrytania"
"15856","Evvoia"
"29709","Ewa"
"25207","Extreme-Nord"
"30392","Exuma"
"30231","Faasaleleaga"
"29738","Faetano"
"29739","Faetano"
"11475","Falcon"
"29238","Falesti"
"25410","Falkirk"
"2761","Falkland Islands (Malvinas)"
"30303","Falkland Islands (Malvinas)"
"28563","Farah"
"25582","Faranah"
"26083","Fargona"
"12057","Faro"
"15855","Faroe Islands"
"239","Faroe Islands"
"11856","Fars"
"28564","Faryab"
"30085","Fatick"
"29747","Fed Administered Tribal Areas"
"6108","Federacija Bosna I Hercegovina"
"19947","Fejer"
"25411","Fermanagh"
"25108","Fermo"
"10836","Ferrara"
"29409","Fes-Boulemane"
"29413","Fgura"
"29208","Fianarantsoa"
"28603","Fier"
"25412","Fife"
"544","Fiji"
"11742","Fiji"
"235","Finland"
"28329","Finland Proper"
"18824","Finnmark"
"29740","Fiorentino"
"10849","Firenze"
"29663","Flacq"
"10944","Flevoland"
"25413","Flintshire"
"29973","Flores"
"29241","Floresti"
"29415","Floriana"
"10","Florida"
"29985","Florida"
"23764","Florina"
"10850","Foggia"
"15857","Fokis"
"29417","Fontana"
"29436","Fontvieille"
"10838","Forli"
"25109","Forli-Cesena"
"23872","Formosa"
"72","France"
"9876","Franche-Comte"
"25610","Francisco Morazan"
"14829","Fredericksberg"
"11712","Frederiksborg"
"11497","Free State"
"11606","Freeport"
"582","French Guiana"
"12772","French Guiana"
"525","French Polynesia"
"8583","French Polynesia"
"5040","French Southern Territories"
"30304","French Southern Territories"
"10164","Fribourg"
"10981","Friesland"
"28932","Fromager"
"10812","Frosinone"
"14845","Fthiotis"
"10717","Fujian"
"9538","Fukui"
"9636","Fukuoka"
"9437","Fukushima"
"26066","Funafuti"
"30335","Fuzuli"
"11717","Fyn"
"26065","Gabes"
"591","Gabon"
"11744","Gabon"
"28287","Gabrovo"
"29033","Gabu"
"29755","Gafsa"
"30233","Gagaemauga"
"30234","Gagaifomauga"
"28164","Gagauzia"
"24311","Galapagos"
"12079","Galati"
"29725","Galguduud"
"11821","Galway"
"29002","Gambela Peoples"
"4031","Gambia"
"11751","Gambia"
"25695","Gamprin"
"25871","Gandaki"
"25033","Gang Weondo"
"10801","Gansu"
"29607","Gao"
"29273","Garkalnes Novads"
"28894","Gasa"
"25414","Gateshead"
"11493","Gauteng"
"28354","Gauteng"
"11367","Gavleborge Lan"
"29560","Gaza"
"25907","Gaza"
"29265","Gazi Baba"
"11037","Gaziantep"
"29246","Gbarpolu"
"30336","Gedebey"
"29726","Gedo"
"28618","Gegark Unik"
"10947","Gelderland"
"25164","Gence"
"10165","Geneve"
"10853","Genova"
"241","Georgia"
"11","Georgia"
"11746","Georgia"
"70","Germany"
"23993","Gerona"
"25775","Gevgelija"
"29425","Ghajnsielem"
"11749","Ghana"
"364","Ghana"
"28896","Ghanzi"
"29429","Gharb"
"30073","Gharb Darfur"
"25745","Gharb-Chrarda-Beni Hssen"
"25287","Ghardaia"
"29435","Gharghur"
"29437","Ghasri"
"29313","Ghat"
"29438","Ghaxaq"
"28565","Ghazni"
"28566","Ghor"
"30211","Gia Lai"
"7287","Gibraltar"
"347","Gibraltar"
"9546","Gifu"
"23792","Gilan"
"30435","Gilbert Islands"
"29744","Gilgit-Baltistan"
"24193","Giresun"
"28397","Girona"
"25044","Gisborne"
"28641","Gitega"
"15563","Giurqiu"
"28604","Gjirokaster"
"29287","Gjorce Petrov"
"30145","Glacis"
"10168","Glarus"
"25415","Glasgow City"
"29254","Glodeni"
"25416","Gloucestershire"
"23819","Goa"
"10124","Goias"
"28300","Golestan"
"25844","Gombe"
"25183","Gomel'skaja Oblast'"
"30337","Goranboy"
"27297","Gorenja Vas-Poljane"
"29650","Gorgol"
"29799","Gorisnica"
"10854","Gorizia"
"23813","Gorj"
"29980","Gorje"
"25987","Gornja Radgona"
"29801","Gornji Grad"
"29808","Gornji Petrovci"
"30179","Gorno-Badakhshan"
"28135","Gorontalo"
"29112","Gostivar"
"12690","Gotland"
"24926","Governor's Harbour"
"29640","Govi-Altay"
"29639","Govi-Sumber"
"30338","Goycay"
"30339","Goygol"
"29067","Gracias A Dios"
"29927","Grad"
"28132","Grad Zagreb"
"29191","Gradsko"
"23997","Granada"
"25868","Granada"
"30146","Grand Anse Mahe"
"30147","Grand Anse Praslin"
"29247","Grand Bassa"
"29248","Grand Cape Mount"
"25750","Grand Casablanca"
"30393","Grand Cay"
"29250","Grand Gedeh"
"29251","Grand Kru"
"29664","Grand Port"
"23829","Grande Comore Ngazidja"
"29078","Grande-Anse"
"25238","Granma"
"10169","Graubunden"
"25573","Greater Accra"
"209","Greece"
"7302","Greenland"
"523","Greenland"
"25417","Greenwich"
"7301","Grenada"
"23768","Grenada"
"30043","Grenadines"
"23762","Grevena"
"25720","Grevenmacher"
"28915","Gribingui"
"29276","Grobinas Novads"
"25184","Grodnenskaja Oblast'"
"10950","Groningen"
"29336","Gros Islet"
"10856","Grosseto"
"29809","Grosuplje"
"24011","Guadalajara"
"25928","Guadalcanal"
"12776","Guadeloupe"
"592","Guadeloupe"
"24960","Guainia"
"29171","Guaira"
"568","Guam"
"7305","Guam"
"25226","Guanacaste"
"9728","Guanajuato"
"10770","Guangdong"
"10784","Guangxi"
"25240","Guantanamo"
"15527","Guarda"
"11481","Guarico"
"7303","Guatemala"
"496","Guatemala"
"25597","Guatemala"
"24961","Guaviare"
"11726","Guayas"
"29419","Gudja"
"25273","Guelma"
"29428","Guelmim-Es Smara"
"29781","Guera"
"24306","Guernsey"
"24305","Guernsey"
"9726","Guerrero"
"29655","Guidimaka"
"29995","Guimaras"
"781","Guinea"
"11750","Guinea"
"23751","Guinea-Bissau"
"2437","Guinea-Bissau"
"11458","Guipuzcoa"
"12391","Guizhou"
"10002","Gujarat"
"25727","Gulbenes Novads"
"29137","Gulf"
"24194","Gumushane"
"9454","Gunma"
"28988","Guria"
"590","Guyana"
"11761","Guyana"
"25029","Gwangju Gwangyeogsi"
"25418","Gwynedd"
"25032","Gyeonggldo"
"25038","Gyeongsangbugdo"
"25039","Gyeongsangnamdo"
"28335","Gyor"
"19948","Gyor-Moson-Sopron"
"29422","Gzira"
"30045","Ha Giang"
"30237","Ha Nam"
"26141","Ha Noi"
"26106","Ha Tinh"
"24820","Ha'Il"
"28879","Haa"
"30196","Haapai"
"30340","Haciqabul"
"28403","Hackney"
"11864","Hadarom"
"29779","Hadjer Lamis"
"30262","Hadramawt"
"26133","Hai Duong"
"26142","Hai Phong"
"10788","Hainan"
"11062","Hainaut"
"11770","Haiti"
"802","Haiti"
"29928","Hajdina"
"11774","Hajdu-Bihar"
"30263","Hajjah"
"24195","Hakkari"
"26042","Halab"
"18969","Hallands Lan"
"25419","Halton"
"11849","Hamadan"
"26043","Hamah"
"10502","Hamburg"
"11881","Hamerkaz"
"25901","Hamgyong-Bukto"
"25900","Hamgyong-Namdo"
"25425","Hammersmith And Fulham"
"25420","Hampshire"
"29439","Hamrun"
"29093","Hanover"
"26154","Harare"
"29003","Harari People"
"24924","Harbour Island"
"29676","Hardap"
"23814","Harghita"
"25430","Haringey"
"25311","Harjumaa"
"25429","Harrow"
"25427","Hartlepool"
"10008","Haryana"
"28188","Haskovo"
"11597","Haskovo"
"11028","Hatay"
"29911","Hato Mayor"
"29999","Hatohobei"
"30242","Hau Giang"
"28904","Haut-Mbomou"
"29013","Haut-Ogooue"
"25203","Haut-Sassandra"
"28903","Haute-Kotto"
"9964","Haute-Normandie"
"28905","Haute-Sangha"
"25173","Hauts-Bassins"
"25421","Havering"
"12","Hawaii"
"29196","Hawalli"
"25045","Hawkes Bay"
"11872","Hazafon"
"5020","Heard And Mc Donald Islands"
"10667","Hebei"
"25908","Hebron"
"11337","Hedmark"
"3687","Hefa"
"10692","Heilongjiang"
"28567","Helmand"
"10741","Henan"
"29626","Hentiy"
"25138","Herat"
"25803","Herceg Novi"
"25227","Heredia"
"25422","Herefordshire"
"25884","Herrera"
"25428","Hertfordshire"
"10478","Hessen"
"11775","Heves"
"26031","Hhohho"
"9735","Hidalgo"
"25424","Highland"
"25312","Hiiumaa"
"25423","Hillingdon"
"24787","Himachal Pradesh"
"26041","Hims"
"29259","Hincesti"
"29727","Hiran"
"9620","Hiroshima"
"26143","Ho Chi Minh"
"26101","Hoa Binh"
"29929","Hoce-Slivnica"
"29647","Hodh Ech Chargui"
"29648","Hodh El Gharbi"
"28336","Hodmezovasarhely"
"29930","Hodos"
"25634","Hofudborgarsvaedi"
"9414","Hokkaido"
"25237","Holguin"
"8935","Holy See (Vatican City State)"
"246","Holy See (Vatican City State)"
"381","Honduras"
"11762","Honduras"
"7310","Hong Kong"
"389","Hong Kong"
"30394","Hope Town"
"25182","Horad Minsk"
"11330","Hordaland"
"29931","Horjul"
"14890","Hormozgan"
"29206","Houaphan"
"25426","Hounslow"
"29628","Hovd"
"25023","Hovedstaden"
"29627","Hovsgol"
"30293","Howland Island"
"29811","Hrastnik"
"29813","Hrpelje-Kozina"
"12239","Hsinchu"
"15597","Hualien"
"28593","Huambo"
"11998","Huancavelica"
"12000","Huanuco"
"10753","Hubei"
"25598","Huehuetenango"
"23999","Huelva"
"23883","Huesca"
"11644","Huila"
"28594","Huila"
"28981","Hulwan"
"10762","Hunan"
"23810","Hunedoara"
"30238","Hung Yen"
"212","Hungary"
"25898","Hwanghae-Bukto"
"25897","Hwanghae-Namdo"
"9598","Hyogo"
"23812","Ialomita"
"29263","Ialoveni"
"12080","Iasi"
"9440","Ibaraki"
"30264","Ibb"
"3129","Ica"
"25692","Icastries"
"19086","Icel"
"228","Iceland"
"11863","Iceland"
"25313","Ida-Virumaa"
"13","Idaho"
"26044","Idlib"
"25988","Idrija"
"29277","Iecavas Novads"
"24966","Ifugao"
"29814","Ig"
"24206","Igdir"
"29710","Ijuw"
"29440","Iklin"
"29278","Ikskiles Novads"
"23790","Ilam"
"15598","Ilan"
"9878","Ile-De-France"
"19897","Ileia"
"28168","Ilfov"
"28948","Ilhas De Barlavento"
"25223","Ilhas De Sotavento"
"29295","Ilinden"
"25989","Ilirska Bistrica"
"14","Illinois"
"28972","Illizi"
"23840","Ilocos Norte"
"24829","Ilocos Sur"
"12035","Iloilo"
"29281","Ilukstes Novads"
"14864","Imathia"
"24943","Imbabura"
"25567","Imereti"
"30341","Imisli"
"25845","Imo"
"10857","Imperia"
"30395","Inagua"
"25028","Incheon Gwangyeogsi"
"29657","Inchiri"
"29282","Incukalna Novads"
"30282","Independencia"
"297","India"
"15","Indiana"
"539","Indonesia"
"23802","Ingushskaya"
"29561","Inhambane"
"29068","Intibuca"
"25433","Inverclyde"
"14857","Ioannina"
"16","Iowa"
"11753","Irakleion"
"522","Iran (Islamic Republic Of)"
"23767","Iraq"
"11862","Iraq"
"25650","Irbid"
"210","Ireland"
"26070","Iringa"
"12090","Irkutskaya Oblast"
"30099","Isabel"
"24837","Isabela"
"10858","Isernia"
"9536","Ishikawa"
"29441","Isla"
"28954","Isla De La Juventud"
"25876","Islamabad"
"12418","Islas Baleares"
"29069","Islas De La Bahia"
"25338","Isle Of Anglesey"
"24308","Isle Of Man"
"24303","Isle Of Man"
"25431","Isle Of Wight"
"25432","Islington"
"30342","Ismayilli"
"23796","Isparta"
"213","Israel"
"25674","Issyk Kul Province"
"11040","Istanbul"
"24315","Istarska"
"11313","Ita-Suomen Lasni"
"214","Italy"
"25902","Itapua"
"25990","Ivancna Gorica"
"12244","Ivano-Frankivs'Ka Oblast'"
"12635","Ivanovokaya Oblast'"
"9429","Iwate"
"25599","Izabal"
"11041","Izmir"
"25991","Izola/Isola"
"30022","Jabat"
"25960","Jablanicki Okrug"
"23995","Jaen"
"11800","Jakarta Raya"
"25672","Jalal-Abad Province"
"29046","Jalapa"
"9738","Jalisco"
"30023","Jaluit"
"662","Jamaica"
"7674","Jamaica"
"11801","Jambi"
"18194","Jammu And Kashmir"
"19075","Jamtlande Lan"
"28167","Jan Mayen"
"29567","Janakpur"
"30072","Janub Darfur"
"30078","Janub Kurdufan"
"28982","Janub Sina"
"28994","Janubi Al Bahri Al Ahmar"
"75","Japan"
"29102","Jarash"
"30305","Jardin Exotique"
"25315","Jarvamaa"
"30294","Jarvis Island"
"11788","Jasz-Nagykun-Szolnok"
"29291","Jaunjelgavas Novads"
"29292","Jaunpiebalgas Novads"
"29293","Jaunpils Novads"
"11793","Jawa Barat"
"11808","Jawa Tengah"
"11802","Jawa Timur"
"29297","Jegunovce"
"25040","Jejudo"
"30291","Jekabpils"
"25729","Jekabpils Novads"
"30290","Jelgava"
"25728","Jelgavas Novads"
"29782","Jendouba"
"30051","Jenin"
"25036","Jeonrabugdo"
"25037","Jeonranamdo"
"30052","Jericho"
"24304","Jersey"
"24309","Jersey"
"30050","Jerusalem"
"29815","Jesenice"
"29932","Jezersko"
"28057","Jharkhand"
"10699","Jiangsu"
"10724","Jiangxi"
"25846","Jigawa"
"25006","Jihocesky Kraj"
"11664","Jihocesky Kraj"
"11660","Jihomoravsky Kraj"
"25007","Jihomoravsky Kraj"
"25267","Jijel"
"10687","Jilin"
"29693","Jinotega"
"26084","Jizzax"
"24817","Jlzan"
"25314","Jogevamaa"
"30295","Johnston Atoll"
"11934","Johor"
"28172","Johor"
"30117","Jonglei"
"18912","Jonkopings Lan"
"11891","Jordan"
"231","Jordan"
"28568","Jowzjan"
"29728","Jubbada Dhexe"
"29729","Jubbada Hoose"
"9844","Jujuy"
"11999","Junin"
"19579","Jura"
"25737","Jurmala"
"29817","Jursinci"
"25600","Jutiapa"
"25946","Juznobanatcki Okrug"
"25944","Juznobanatski Okrug"
"12141","Kabardino-Balkarskaya Respub"
"25139","Kabul"
"29610","Kachin"
"25847","Kaduna"
"30086","Kaffrine"
"25304","Kafr Ash Shaykh"
"9631","Kagawa"
"29812","Kagera"
"9650","Kagoshima"
"12647","Kahraman Maras"
"28330","Kainuu"
"29791","Kairouan"
"28989","Kakheti"
"24862","Kalasin"
"23912","Kalimantan Barat"
"11794","Kalimantan Selatan"
"23913","Kalimantan Tengah"
"11792","Kalimantan Timur"
"24850","Kalinga-Apayso"
"12637","Kaliningradskaya Oblast'"
"29451","Kalkara"
"11376","Kalmar Lan"
"23794","Kalmykiya Respublika"
"12113","Kaluzhakaya Oblast'"
"12636","Kamchatskaya Oblast'"
"25992","Kamnik"
"24884","Kamphasng Phet"
"28146","Kampong Chaam"
"28147","Kampong Chhnang"
"28148","Kampong Spueu"
"28149","Kampong Thum"
"28150","Kampot"
"9515","Kanagawa"
"29818","Kanal"
"24905","Kanchanaburi"
"28151","Kandaal"
"25140","Kandahar"
"29294","Kandavas Novads"
"30165","Kanem"
"25899","Kangwon-Do"
"25583","Kankan"
"25849","Kano"
"17","Kansas"
"28152","Kaoh Kong"
"12240","Kaohsiung"
"25920","Kaolack"
"28569","Kapisa"
"28337","Kaposvar"
"30177","Kara"
"24196","Karabuk"
"12102","Karachayevo-Cherkesskaya Respu"
"23753","Karaman"
"25821","Karas"
"26052","Karategin"
"25624","Karbala"
"29166","Karbinci"
"19902","Karditsa"
"28289","Kardzhali"
"12158","Kareliya Respublika"
"24702","Karlovacka"
"25008","Karlovarsky Kraj"
"29568","Karnali"
"10011","Karnataka"
"11582","Karnten"
"29303","Karpos"
"19119","Kars"
"29306","Karsavas Novads"
"28642","Karuzi"
"28936","Kasai-Occidental"
"25216","Kasai-Oriental"
"30076","Kassala"
"29793","Kasserine"
"19120","Kastamonu"
"14868","Kastoria"
"28935","Katanga"
"25851","Katsina"
"25709","Kauno"
"25777","Kavadarci"
"14867","Kavalla"
"29611","Kayah"
"30001","Kayangel"
"28643","Kayanza"
"25786","Kayes"
"29612","Kayin"
"11042","Kayseri"
"223","Kazakhstan"
"11892","Kazakhstan"
"25848","Kebbi"
"29757","Kebili"
"28338","Kecskemet"
"11931","Kedah"
"28173","Kedah"
"30087","Kedougou"
"24462","Keelung"
"14855","Kefallinia"
"29319","Keguma Novads"
"29320","Kekavas Novads"
"28174","Kelantan"
"15152","Kelantan"
"30343","Kelbecer"
"12117","Kemerovskaya Oblast'"
"28906","Kemo-Gribingui"
"30344","Kengerli"
"25434","Kensington And Chelsea"
"25435","Kent"
"18","Kentucky"
"363","Kenya"
"11896","Kenya"
"28136","Kepulauan Riau"
"10018","Kerala"
"29452","Kercem"
"19900","Kerkyra"
"11850","Kerman"
"11851","Kermanshahan"
"11842","Kerry"
"24317","Keryneia"
"28897","Kgalagadi"
"28898","Kgatleng"
"12118","Khabarovskiy Kray"
"12088","Khakasiya Respublika"
"29211","Khammouan"
"30053","Khan Yunis"
"26115","Khanh Hoa"
"12143","Khanty-Mansiyskiy Avtonomnyy"
"15610","Kharkivs'Ka Oblast'"
"30180","Khatlon"
"28977","Khenchela"
"15611","Khersons'Ka Oblast'"
"12246","Khmel'Nyts'Ka Oblast'"
"25822","Khomas"
"12227","Khon Kaen"
"11852","Khorasan"
"28302","Khorasan-E Janubi"
"28303","Khorasan-E Razavi"
"28304","Khorasan-E Shemali"
"28570","Khost"
"25176","Khulna"
"11846","Khuzestan"
"25877","Khyber Pakhtunkhwa"
"29113","Kicevo"
"29608","Kidal"
"29820","Kidricevo"
"30224","Kien Giang"
"29821","Kigoma"
"11837","Kildare"
"30024","Kili"
"26071","Kilimanjaro"
"24197","Kilis"
"11832","Kilkenny"
"14869","Kilkis"
"29022","Kindia"
"30296","Kingman Reef"
"25642","Kingston"
"25436","Kingston Upon Hull"
"25438","Kingston Upon Thames"
"25217","Kinshasa"
"560","Kiribati"
"11043","Kirikkale"
"24199","Kirklareli"
"25437","Kirklees"
"29453","Kirkop"
"12247","Kirovohrads'Ka Oblast'"
"15572","Kirovskaya Oblast'"
"24198","Kirsehir"
"28644","Kirundo"
"29310","Kisela Voda"
"25708","Klaipedos"
"25439","Knowsley"
"29822","Kobarid"
"11707","Kobenhavn"
"29823","Kobilje"
"11038","Kocaeli"
"29117","Kocani"
"29308","Kocenu Novads"
"25993","Kocevje"
"12578","Kochi"
"25850","Kogi"
"23910","Kohkiluyeh Va Buyer Ahmadi"
"29309","Kokneses Novads"
"29617","Kolasin"
"25919","Kolda"
"25949","Kolubarski Okrug"
"11776","Komarom-Esztergom"
"29824","Komen"
"29933","Komenda"
"12181","Komi Respublika"
"25591","Kommune Kujalleq"
"25594","Kommuneqarfik Sermersooq"
"26110","Kon Tum"
"29340","Konce"
"11044","Konya"
"25994","Koper/Capodistria"
"23828","Koprivoickco-Krizevaka"
"28605","Korce"
"23805","Kordeatan"
"13131","Korea - North"
"723","Korea - North"
"385","Korea - South"
"7993","Korea - South"
"14848","Korinthia"
"25889","Koror"
"25872","Kosi"
"25970","Kosicky Kraj"
"25962","Kosovski Okrug"
"29556","Kosovsko-Mitrovacki Okrug"
"29557","Kosovsko-Pomoravski Okrug"
"29011","Kosrae"
"29968","Kostanjevica Na Krki"
"29934","Kostel"
"12122","Kostromskaya Oblast'"
"28619","Kotayk"
"25804","Kotor"
"28657","Kouffo"
"25220","Kouilou"
"29602","Koulikoro"
"14870","Kozani"
"29825","Kozje"
"24870","Krabi"
"28153","Kracheh"
"25009","Kralovehradecky Kraj"
"25995","Kranj"
"25996","Kranjska Gora"
"24703","Krapinako-Zagorska"
"29312","Kraslavas Novads"
"12108","Krasnodarskiy Kray"
"12089","Krasnoyarskiy Kray"
"29148","Kratovo"
"29314","Krimuldas Novads"
"29127","Kriva Palanka"
"29354","Krivogastani"
"29935","Krizevci"
"29124","Krong Kaeb"
"29125","Krong Pailin"
"29123","Krong Preah Sihanouk"
"11411","Kronoberge Lan"
"25997","Krsko"
"12224","Krung Thep Maha Nakhon Bangkok"
"29145","Krusevo"
"29316","Krustpils Novads"
"14347","Kujawsko-Pomorskie"
"28606","Kukes"
"25730","Kuldigas Novads"
"9643","Kumamoto"
"25778","Kumanovo"
"29988","Kuna Yala"
"28571","Kunar"
"28572","Kunduz"
"29677","Kunene"
"29826","Kungota"
"15573","Kurakaya Oblast'"
"30345","Kurdemir"
"12127","Kurganskaya Oblast'"
"11045","Kutahya"
"468","Kuwait"
"8033","Kuwait"
"29827","Kuzma"
"25568","Kvemo Kartli"
"30025","Kwajalein"
"25852","Kwara"
"28355","Kwazulu-Natal"
"11502","Kwazulu-Natal"
"28899","Kweneng"
"12650","Kyiv"
"25086","Kyivs'Ka Oblast'"
"14874","Kyklades"
"28316","Kymenlaakso"
"9580","Kyoto"
"236","Kyrgyzstan"
"11899","Kyrgyzstan"
"28189","Kyustendil"
"10819","L'Aquila"
"25747","L'Oriental"
"12248","L'Vivs'Ka Oblast'"
"29871","La Altagracia"
"29433","La Colle"
"29434","La Condamine"
"19859","La Coruna"
"30148","La Digue"
"29874","La Estrelleta"
"30308","La Gare"
"24913","La Guajira"
"28949","La Habana"
"25930","La Libertad"
"12016","La Libertad"
"29775","La Manouba"
"28611","La Massana"
"12663","La Pampa"
"29070","La Paz"
"30110","La Paz"
"11611","La Paz"
"12284","La Rioja"
"11443","La Rioja"
"25245","La Romana"
"30314","La Source"
"10860","La Spezia"
"24828","La Union"
"30111","La Union"
"25246","La Vega"
"25317","Laane-Virumaa"
"25316","Laanemaa"
"29431","Laayoune-Boujdour-Sakia El Ha"
"25584","Labe"
"29343","Laborie"
"30166","Lac"
"30346","Lacin"
"28921","Lacs"
"30027","Lae"
"28573","Laghman"
"25254","Laghouat"
"25853","Lagos"
"20086","Laguna"
"25202","Lagunes"
"30265","Lahij"
"30044","Lai Chau"
"30118","Lakes"
"19899","Lakonia"
"24801","Lakshadweep"
"26116","Lam Dong"
"11992","Lambayeque"
"25440","Lambeth"
"15587","Lampang"
"24873","Lamphun"
"19970","Lampung"
"12034","Lanao Del Norte"
"24967","Lanao Del Sur"
"28400","Lancashire"
"26099","Lang Son"
"9945","Languedoc-Roussillon"
"28630","Lankaran"
"11319","Lansi-Suomen Laani"
"26097","Lao Cai"
"481","Lao Peoples Democratic Republi"
"11902","Lao Peoples Democratic Republi"
"19996","Laois"
"11320","Lapin Laani"
"28321","Lapland"
"11471","Lara"
"11754","Larisa"
"15840","Larnaca"
"28408","Larne"
"30306","Larvotto"
"24010","Las Palmas"
"28953","Las Tunas"
"19915","Lasithion"
"25998","Lasko"
"10864","Latina"
"244","Latvia"
"11910","Latvia"
"30189","Lautem"
"29986","Lavalleja"
"29785","Le Kef"
"11903","Lebanon"
"234","Lebanon"
"26056","Lebap"
"10865","Lecce"
"10866","Lecco"
"25442","Leeds"
"15858","Lefkas"
"24964","Lefkosia"
"25441","Leicester"
"25443","Leicestershire"
"15528","Leiria"
"24110","Leitrim"
"28939","Lekoumou"
"12397","Lemesos"
"29071","Lempira"
"29828","Lenart"
"25999","Lendava/Lendva"
"15574","Leningradskaya Oblast'"
"30347","Lenkeran"
"29694","Leon"
"24009","Leon"
"25763","Leova"
"29367","Leribe"
"24008","Lerida"
"30348","Lerik"
"30156","Les Mamelles"
"637","Lesotho"
"15123","Lesotho"
"19913","Lesvos"
"25444","Lewisham"
"12047","Leyte"
"28607","Lezhe"
"28892","Lhuentse"
"10680","Liaoning"
"30028","Lib"
"25683","Liban-Nord"
"25685","Liban-Sud"
"25010","Liberecky Kraj"
"11905","Liberia"
"23769","Liberia"
"12353","Libertador Gen B O'Higgins"
"990","Libyan Arab Jamahiriya"
"12745","Libyan Arab Jamahiriya"
"24704","Licko-Senjska"
"8042","Liechtenstein"
"489","Liechtenstein"
"11056","Liege"
"29321","Lielvardes Novads"
"25738","Liepaja"
"29326","Ligatnes Novads"
"29454","Lija"
"30029","Likiep"
"28940","Likouala"
"11994","Lima"
"28409","Limavady"
"29323","Limbazu Novads"
"11071","Limburg"
"10973","Limburg"
"11834","Limerick"
"25228","Limon"
"12436","Limousin"
"28171","Limpopo"
"25445","Lincolnshire"
"29834","Lindi"
"30436","Line Islands"
"12130","Lipetskaya Oblast'"
"29364","Lipkovo"
"30190","Liquica"
"12053","Lisboa"
"25448","Lisburn"
"11908","Lithuania"
"238","Lithuania"
"26000","Litija"
"25209","Littoral"
"25169","Littoral"
"29327","Livanu Novads"
"25446","Liverpool"
"10867","Livorno"
"26001","Ljubljana"
"29829","Ljubno"
"26002","Ljutomer"
"28907","Lobaye"
"10868","Lodi"
"14350","Lodzkie"
"24889","Loei"
"29252","Lofa"
"29981","Log-Dragomer"
"28574","Logar"
"26003","Logatec"
"26049","Logone Occidental"
"30167","Logone-Oriental"
"11727","Loja"
"25447","London"
"30220","Long An"
"30396","Long Island"
"24109","Longford"
"24865","Lop Buri"
"23789","Lorestan"
"12005","Loreto"
"25159","Lori"
"9948","Lorraine"
"11625","Los Lagos"
"28128","Los Rios"
"24935","Los Rios"
"25885","Los Santos"
"26004","Loska Dolina"
"29830","Loski Potok"
"29212","Louang Namtha"
"29213","Louangphabang"
"25921","Louga"
"19","Louisiana"
"11826","Louth"
"11596","Lovec"
"28190","Lovech"
"29936","Lovrenc Na Pohorju"
"29024","Lower River"
"29159","Lozovo"
"25144","Luanda"
"30248","Luapula"
"29328","Lubanas Novads"
"14349","Lubelskie"
"26032","Lubombo"
"14351","Lubuskie"
"10869","Lucca"
"29832","Luce"
"29330","Ludzas Novads"
"24007","Lugo"
"12249","Luhans'Ka Oblast'"
"29835","Lukovica"
"29569","Lumbini"
"28595","Lunda Norte"
"28596","Lunda Sul"
"29455","Luqa"
"26152","Lusaka"
"28404","Luton"
"11060","Luxembourg"
"11909","Luxembourg"
"225","Luxembourg"
"25721","Luxembourg"
"10170","Luzern"
"30266","Ma Rib"
