"SEKeywordID","KeywordName","AdGroupID","KeywordID","Position","MatchType","DestinationURL"
"53236372710","lenovo service customer support","3048307","120533627","1.26000000279525","Broad","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1"
"1710985445","lenovo service","3048309","120533635","1.11493506911513","Phrase","http://www.partnerinfo.lenovo.com/partners/us/services.shtml?cid=us:display:WOYPrf&dfaid=1"
"46017899184","thinkpad helix","3048312","120533655","1.02847222321563","Phrase","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&amp;dfaid=1"
"48277615607","lenovo helix laptop","3048318","120533713","1.06912752445912","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&amp;dfaid=1"
"53840156732","lenovo helix tablet","3048329","120533831","1.14482759936103","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"45820778311","lenovo helix","3048331","120533843","1.01756756853413","Phrase","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"48277616567","thinkpad helix laptop","3048341","120533943","1.06959460232709","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"48277615967","lenovo helix ultrabook","3048342","120533953","1.09361703006934","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"53236366830","lenovo helix laptops","3048344","120533973","1.18219178915024","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"35706476569","helix tablet","3048348","120534013","1.06099291135233","Phrase","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"38455571119","business ultrabook","3048352","120534053","1.90357142005648","Phrase","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-helix.shtml?cid=us:display:WTszu&dfaid=1"
"30430561728","lenovo tablet 2","3048353","120534063","1.0835526389511","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-tablet.shtml?cid=us:display:tgXvPQ&amp;dfaid=1"
"41747555895","lenovo thinkpad tablet 2 specs","3048354","120534077","1.11090909351002","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-tablet.shtml?cid=us:display:tgXvPQ&amp;dfaid=1"
"47987184576","lenovo thinkpad tablet 2","3048354","120534079","1.05592105655294","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-tablet.shtml?cid=us:display:tgXvPQ&amp;dfaid=1"
"1838963854","thinkpad x series laptop","3048359","120534102","1.11597222669257","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-xseries.shtml?cid=us:display:UrOcdL&dfaid=1"
"41503167009","lenovo carbon x","3048362","120534113","1.10985915845549","Broad","http://www.partnerinfo.lenovo.com/partners/us/products/thinkpad-xseries.shtml?cid=us:display:UrOcdL&dfaid=1"
"53226106950","lenovo ncb","3048375","120534172","1.01914893693112","Broad","http://www.partnerinfo.lenovo.com/partners/us/programs/programs.shtml?cid=us:display:I8Fr0e&amp;dfaid=1"
"16508829576","lenovo partner program","3048376","120534179","1.14649682591675","Broad","http://www.partnerinfo.lenovo.com/partners/us/programs/programs.shtml?cid=us:display:I8Fr0e&amp;dfaid=1"
"18368889657","lenovo reseller program","3048381","120534196","1.2108108084481","Broad","http://www.partnerinfo.lenovo.com/partners/us/programs/programs.shtml?cid=us:display:I8Fr0e&amp;dfaid=1"
"53227349550","lenovo solution centre","3048408","120534313","1.04724409542684","Broad","http://www.lenovosolutionscentre.com/?cid=us:display:RNz0fA&amp;dfaid=1"
"53227353270","lenovo solutions book","3048410","120534321","1.175","Broad","http://www.lenovosolutionscentre.com/?cid=us:display:RNz0fA&amp;dfaid=1"
"53227353510","lenovo solutions center","3048419","120534364","1.10198675717739","Broad","http://www.lenovosolutionscentre.com/?cid=us:display:RNz0fA&amp;dfaid=1"
"53227356630","lenovo solutions centre","3048428","120534405","1.01240310096001","Broad","http://www.lenovosolutionscentre.com/?cid=us:display:RNz0fA&dfaid=1"
"35420759561","lenovo solution center","3048430","120534413","1.07266667048136","Broad","http://www.lenovosolutionscentre.com/?cid=us:display:RNz0fA&dfaid=1"
"34641692688","lenovo quick pick","3048439","120534456","1.0059602663217","Broad","http://www.lenovoquickpick.com/?cid=us:display:3Yw7k&dfaid=1"
"53227338390","lenovo quick picks","3048439","120534457","1.01704545454545","Broad","http://www.lenovoquickpick.com/?cid=us:display:3Yw7k&dfaid=1"
"11176996359","lenovo partner network","3048454","120534564","1.20555555406544","Broad","http://www.partnerinfo.lenovo.com/partners/us/becomeapartner.shtml?cid=us:display:rBPFXF&amp;dfaid=1"
"2048030767","lenovo business partner","3048455","120534569","1.34256756708429","Broad","http://www.partnerinfo.lenovo.com/partners/us/becomeapartner.shtml?cid=us:display:rBPFXF&amp;dfaid=1"
"14834480","Plantronics Headsets","3321307","129552066","2.75194804389755","Exact",""
"23856853","plantronics wireless headset","3321307","129552067","3.15714285435615","Exact",""
"368082952","Plantronics headset","3321307","129552069","2.66233765614497","Exact",""
"24263020","plantronics","3321310","129552093","2.49220778260912","Phrase",""
"24991580333","+planetronics","3321310","129552193","2.29610390012915","Broad",""
"142360381","plantronics com","3321316","129552416","1.04415585468342","Phrase",""
"1028020049","plantronics website","3321316","129552420","1.04285714361403","Exact",""
"10073837091","plantronic com","3321316","129552426","1.2041095887145","Phrase",""
"14834600","plantronics","3321322","129553796","1.54675326099643","Exact",""
"50035193","plantronics.com","3321322","129553818","1.00259740321667","Exact",""
"295583310","www plantronics com","3321322","129553839","1.00649350804168","Exact",""
"48389424981","plantronics voyager legend uc b235 m","3321668","129567672","1.37499999172158","Exact",""
"40601937924","plantronics m55","3321672","129567755","2.41168829837403","Exact",""
"41165133141","Voyager Legend","3321673","129567757","1.39740258223051","Phrase","http://www.plantronics.com/us/product/voyager-legend"
"41165134101","Plantronics Voyager Legend","3321673","129567764","1.26233767534231","Phrase","http://www.plantronics.com/us/product/voyager-legend"
